,x,y,z,cluster_labels_baseline
580,4.9241004,10.542212,3.739179,VLR
581,2.1145508,6.4795413,8.51585,LRMP
582,4.7607007,12.379183,3.5920627,VLR
583,2.1512113,2.6353908,7.0282307,HRVP
584,4.5910907,6.2552834,6.9093547,HRBF
585,1.223628,4.182553,8.536909,HRVP
586,1.6036764,6.1525593,7.439894,LRMP
587,4.6038437,7.375881,7.544903,HRBF
588,1.6263835,4.4538717,8.315119,HRVP
589,5.3780065,11.412098,6.045774,VLR
590,1.4498183,9.748042,5.22933,LRMP
591,5.8693447,7.87073,4.7790937,HRBF
592,1.2851211,9.450784,4.0117216,LRMP
