,x,y,z,cluster_labels_baseline
1515,5.5932417,5.3072677,8.700474,HRBF
1516,9.438183,1.9071373,6.6995826,LRMP
1517,0.68753594,-0.099212326,6.373653,VLR
1518,2.8536606,1.3150588,2.4910548,VLR
1519,-0.93849105,-1.575135,6.344076,VLR
1520,10.276807,3.9281104,6.3082576,HRVP
1521,0.82787937,4.3074512,3.6034048,VLR
1522,4.8226776,7.1849456,6.060225,HRBF
1523,1.9047866,-0.115223944,5.035701,VLR
1524,6.408532,6.350822,6.850548,HRBF
1525,2.6971447,-0.1358652,6.2690344,VLR
1526,1.61355,1.0017755,4.0059476,VLR
1527,6.0012603,2.6140118,4.672041,LRMP
1528,3.1100185,-1.0625956,6.806361,VLR
1529,4.056836,2.5824742,8.7209425,HRBF
1530,10.806215,3.3547912,6.5165534,HRVP
1532,3.0868795,-2.3694577,4.860925,VLR
1533,2.8653722,-0.55169773,8.050717,LRMP
1534,7.854339,0.59322405,6.2157106,LRMP
1535,1.197612,0.49241313,5.8743916,VLR
1536,3.8573532,3.027163,9.011444,HRBF
1537,2.7878072,-0.06549078,5.4150815,VLR
1538,8.759648,4.869544,6.6240754,HRVP
1539,0.6910255,0.27059782,6.3003187,VLR
1540,-0.38576475,-2.577749,5.2929707,VLR
1541,-0.14681718,-0.45052996,6.044081,VLR
1542,-0.18775952,0.8412235,3.1024623,VLR
1543,8.892874,2.669881,5.533471,HRVP
1544,3.422734,-0.7610153,5.68823,VLR
1545,1.1051004,0.98135614,5.7107735,VLR
1547,-0.68720704,-1.393767,3.8894014,VLR
1548,8.965587,1.0666524,6.3301396,LRMP
1549,3.1734245,-0.69465303,3.2857423,VLR
1550,5.62454,5.007464,9.44902,HRBF
1551,0.59445596,-1.7399327,3.4187224,VLR
1552,7.716595,5.558429,8.893566,HRVP
1553,7.0353756,1.0319327,7.568119,LRMP
1554,2.951274,-1.3512408,7.0766664,VLR
1555,3.9741254,-1.4479015,6.3890104,LRMP
1556,4.3110013,4.647818,7.9062285,HRBF
1557,5.8709955,2.8425794,8.088214,LRMP
1558,8.399917,3.9246259,8.0723915,HRVP
1559,0.8197557,3.9917362,4.176689,VLR
1560,3.5646982,-0.62233514,3.30991,VLR
1561,0.638205,-1.5464576,5.733447,VLR
1562,8.69059,4.866215,5.7909274,HRVP
1563,-0.72968304,0.6029345,5.4239035,VLR
1564,3.477887,5.276585,2.068393,LRHB
1565,2.4158874,-0.124403656,2.2179248,VLR
1566,5.50224,2.9893425,7.142876,HRBF
1567,-0.8588558,-0.60730064,3.7341797,VLR
1568,2.4042287,0.781412,6.6011567,VLR
1569,-0.327069,-1.9834646,5.9664083,VLR
1570,-0.6421396,-1.8598627,6.328755,VLR
1571,8.357328,0.5304712,6.510655,LRMP
1573,9.286847,5.9630647,6.604255,HRVP
1574,1.7500186,2.5104148,6.554573,HRBF
1575,1.1954173,0.2433074,5.834169,VLR
1576,2.9865873,-0.5851397,5.408027,VLR
1577,5.8169665,3.5383468,6.731816,HRBF
1578,7.6113057,0.59536254,5.9432,LRMP
1579,6.9623938,6.8050427,7.2794914,HRBF
1580,8.787214,3.7373734,7.5512333,HRVP
1581,6.11799,7.8759146,6.8630667,HRBF
1582,5.3005843,7.7073765,7.2712274,HRBF
1583,3.6404045,3.4509027,8.771277,HRBF
1585,7.52346,9.436063,6.1212654,HRIR
1586,7.112646,0.60642636,4.907111,LRMP
1587,1.9703121,2.1531613,8.278569,HRBF
1589,8.4654875,1.746843,6.8456635,LRMP
1590,8.791927,4.338115,6.5671616,HRVP
1592,3.560702,4.232911,5.693854,HRBF
1593,5.609272,6.5515103,8.275175,HRBF
1594,2.0631394,-0.024030924,3.9199889,VLR
1595,-0.20502117,0.5360405,5.3991637,VLR
1596,2.302138,5.374335,5.8953342,HRBF
1597,2.896349,-2.3374853,4.5290613,VLR
1598,1.3950998,0.5899577,4.707428,VLR
1599,-0.10852011,0.4253079,4.91152,VLR
1600,1.5872884,1.329666,5.790553,VLR
1601,-0.38938138,-2.4518633,5.5467987,VLR
1602,7.3081713,5.2129307,6.8581533,LRMP
1603,4.189065,2.2280161,8.4905615,LRMP
1604,6.0224414,8.29228,4.824569,HRBF
1605,4.5216928,0.2840531,7.9734364,LRMP
1606,-0.26597217,0.13370018,4.7116694,VLR
1607,6.1934085,7.0655727,8.948128,HRBF
1608,3.8475215,-1.0598282,4.669258,VLR
1609,0.33791563,1.4902289,4.8285036,VLR
1610,-0.463746,0.6812679,7.122877,VLR
1611,3.057034,1.8030189,6.067154,LRMP
1612,10.390039,3.42499,7.105889,HRVP
1613,-0.6535194,-1.0742878,3.453808,VLR
1614,-0.16819273,0.67774594,6.8804126,VLR
1615,3.5363762,2.58865,5.029176,LRMP
1616,5.2843657,-1.651537,6.3591585,LRMP
1617,6.943685,6.3700705,5.8323298,HRBF
1618,-0.68981725,-2.0032783,5.2778807,VLR
1619,4.182889,0.67524976,5.912571,LRMP
1620,3.3845675,-1.2624757,5.86083,VLR
1621,1.9262471,3.4304662,4.1117134,VLR
1622,2.6161783,2.4441156,5.5643315,LRMP
1623,0.81280625,-0.51831484,3.8812733,VLR
1624,1.405845,-0.76525813,6.395908,VLR
1625,4.6620917,1.6265868,5.0153604,LRMP
1626,4.024747,-0.68716955,6.8428874,LRMP
1627,-0.97057915,-1.5401921,6.5297465,VLR
1628,3.408465,-0.06570111,7.0600214,LRMP
1629,5.0858283,2.4511826,8.916194,LRMP
1630,-0.7652201,-0.60317576,4.134616,VLR
1631,5.3423185,-0.29061025,5.517049,LRMP
1632,2.0480945,0.2987444,4.7169933,VLR
1633,5.570846,6.87127,6.8830276,HRBF
1634,4.5458956,0.33318952,3.8071258,LRMP
1635,7.634252,2.1916296,5.168697,LRMP
1636,6.694848,1.3296525,6.176243,LRMP
1637,1.1135136,-1.8087937,6.3315344,VLR
1639,5.632557,8.817425,3.9487092,HRIR
1640,5.954056,5.862462,6.170946,HRBF
1641,3.039519,-1.017058,6.8764544,VLR
1642,2.6620557,0.37040696,4.877079,VLR
1643,8.725532,7.0466766,6.2732296,HRVP
1644,0.9622924,-1.4085324,7.1074896,VLR
1645,2.5798151,0.5646131,8.420464,LRMP
1646,7.7384,7.788781,6.577885,HRVP
1647,5.703336,-1.3086545,6.2672358,LRMP
1648,4.62143,0.7354117,4.492959,VLR
1649,0.62052137,-0.76573396,7.5891633,VLR
1651,11.032281,3.8924098,6.0229993,HRVP
1652,2.91588,6.0352755,5.483081,HRBF
1653,1.9437695,-0.86742514,5.002242,VLR
1654,2.887207,0.11261133,4.789528,VLR
1655,6.0303063,7.634349,8.372632,HRBF
1656,7.0641985,2.859103,5.5716352,LRMP
1657,5.2314544,-1.7258176,6.32094,LRMP
1658,2.9761379,-1.9108479,4.0667243,VLR
1659,5.6282945,3.7044857,9.341274,HRBF
1660,2.7143948,-2.0774357,5.0568,VLR
1662,5.4752817,5.3196845,5.175498,HRBF
1664,5.278729,1.0865089,7.6948113,LRMP
1665,5.316853,-1.0490614,4.8141656,LRMP
1666,6.640415,-0.23714462,4.9262624,LRMP
1667,7.316723,2.8977146,7.090739,LRMP
1668,2.923028,0.38214302,7.079333,VLR
1669,3.1740992,1.9631526,8.928962,LRMP
1670,3.9415364,-2.2621648,4.6097226,LRMP
1671,7.547357,1.3341835,6.6037745,LRMP
1673,4.1128564,6.9996476,5.1191893,LRHB
1674,6.0627646,7.7057285,6.8944798,HRBF
1675,0.7950235,1.5775884,4.5432973,VLR
1676,7.4612393,5.6385756,4.6565647,LRHB
1677,7.3458443,7.9144588,4.3621926,HRIR
1679,4.0867314,-1.0656244,3.520272,LRMP
1680,4.9097095,3.4390254,8.433822,HRBF
1681,5.605608,6.746314,8.174696,HRBF
1682,-0.78889036,-0.27436775,4.748619,VLR
1683,5.8750763,8.094716,8.140413,HRBF
1684,2.4048016,-2.4484346,4.302355,VLR
1685,4.8223524,0.4485002,6.896645,LRMP
1686,1.919345,-1.0113417,4.273493,VLR
1687,4.071781,0.45429528,6.110305,LRMP
1688,10.902928,3.767063,6.1924653,HRVP
1689,6.037658,7.3174896,1.7771585,LRHB
1690,1.8647084,5.1445255,5.8710814,HRBF
1691,5.453041,-0.012157419,7.8237514,LRMP
1692,8.748546,4.7069936,6.018628,HRVP
1693,6.3442135,6.96836,8.195616,HRBF
1694,6.904279,3.9703152,7.297011,HRBF
1695,2.6863387,0.21004586,6.091002,VLR
1696,3.3949006,-1.3527293,6.9786777,VLR
1698,8.659012,6.3905926,4.703434,HRVP
1699,8.414166,5.627139,4.1425056,HRVP
1700,5.371165,4.541707,9.185647,HRBF
1701,6.4323225,1.3737648,5.555082,LRMP
1702,3.5859551,-2.0178657,4.5739994,VLR
1703,4.6476946,-0.5249763,6.185649,LRMP
1704,6.207137,2.0391815,7.796427,LRMP
1705,8.360769,7.6959467,6.9161067,HRVP
1706,4.9264307,0.7133572,7.914627,LRMP
1707,3.181316,-1.2203522,6.329949,VLR
1709,3.3369956,5.8601537,5.805374,HRBF
1711,4.2842746,-1.0900577,4.642347,LRMP
1712,5.052159,3.6129935,7.1307173,HRBF
1713,-0.33004054,1.0373348,5.637377,VLR
1714,1.8858987,2.4551206,6.680916,HRBF
1715,4.1899853,5.365082,8.357313,HRBF
1716,5.481321,4.6782336,9.3098545,HRBF
1717,5.8533683,7.6192713,8.407198,HRBF
1718,6.5976977,6.7537503,3.7991478,LRHB
1719,6.7258677,6.2157917,7.495372,HRBF
1720,5.3332043,2.3461564,8.12427,LRMP
1721,2.8082826,-0.8506676,7.5029325,VLR
1722,0.6852447,1.2234633,5.127159,VLR
1723,2.903258,3.5390058,5.9469624,HRBF
1724,7.3096685,2.7921731,5.6897116,LRMP
1725,-0.57489675,-2.1693535,5.9986076,VLR
1726,5.2736526,1.139482,5.612489,LRMP
1727,2.4889605,-1.6337019,4.966518,VLR
1728,9.121976,5.242613,7.559765,HRVP
1729,0.7733978,-2.0007372,3.6404116,VLR
1730,5.387063,3.879241,8.115503,HRBF
1731,4.390238,6.822269,6.354571,HRBF
1732,2.040115,-1.7622776,7.181916,VLR
1733,4.3625894,-0.8801377,5.1034107,LRMP
1734,4.5108624,4.403608,-0.06002424,LRHB
1735,4.449432,3.9679387,9.454133,HRBF
1736,0.046920855,-1.8052877,4.2824836,VLR
1737,1.1512005,1.5844407,5.2557,VLR
1738,5.7207246,0.04389628,4.5484858,LRMP
1739,6.7435074,8.3515415,6.685492,HRBF
1740,-0.45416972,-1.5364108,3.6314979,VLR
1741,-1.0069915,-1.7813894,4.662418,VLR
1742,0.9142943,-2.6519575,4.7913456,VLR
1743,7.9273148,2.3865943,5.2692466,HRVP
1745,8.869261,7.225176,5.906218,HRVP
1746,6.9189386,6.3724413,3.9120214,LRHB
1747,9.506183,5.4618826,7.1319127,HRVP
1748,4.5605016,0.882187,8.235922,LRMP
1749,9.878442,4.1143336,6.8892994,HRVP
1750,0.8820465,-1.7067488,4.137885,VLR
1751,6.7053175,0.07888134,6.293103,LRMP
1753,8.254017,5.0482874,6.8777947,HRVP
1754,5.606942,2.2234495,6.570228,LRMP
1755,3.9643764,5.8583646,8.272431,HRBF
1756,3.2745886,-1.6504033,6.377075,VLR
1757,3.8040404,-1.0794011,3.274972,LRMP
1758,6.3233914,5.860492,8.8597555,HRBF
1759,-0.8122594,-0.49739826,5.1982746,VLR
1760,8.970678,4.444776,6.9925933,HRVP
1762,3.247693,6.0176044,3.7678337,LRHB
1763,-1.0197752,-1.932303,5.205689,VLR
1764,5.647311,-0.0419805,6.689061,LRMP
1765,3.1024578,-1.7315636,4.5122423,VLR
1766,4.9746704,0.40403476,6.3904486,LRMP
1767,0.7817598,-2.094684,4.604524,VLR
1769,5.741227,7.629837,6.436465,HRBF
1770,-0.58613026,-0.77223104,4.1259365,VLR
1771,3.5979874,-0.7270293,4.9851556,VLR
1772,4.4129615,2.323793,3.278908,LRMP
1773,2.8501375,-0.4271671,5.850226,VLR
1774,0.11604044,-0.24750337,6.8389816,VLR
1775,3.7269082,0.23567532,8.310352,LRMP
1776,-0.5074854,-1.0437268,3.3774529,VLR
1777,5.6367807,7.952357,3.3218172,LRHB
1778,7.127261,1.881577,8.664813,LRMP
1779,6.393907,1.0097901,7.287999,LRMP
1780,6.8440237,0.039693564,6.32808,LRMP
1782,7.7840123,9.663777,4.6951456,HRIR
1783,1.44368,4.8284335,4.0293827,LRHB
1784,1.8188852,1.4604352,7.844573,VLR
1786,4.3037233,3.2599978,2.7543333,LRHB
1787,3.172752,-0.29910436,3.059503,VLR
1788,8.643046,4.9685683,6.2615976,HRVP
1789,6.4105535,6.9893756,8.860491,HRBF
1790,5.9533014,6.0274534,7.694981,HRBF
1791,0.8010711,-0.144024,6.738521,VLR
1792,0.44155782,-2.1645472,4.9743786,VLR
1793,5.7210627,7.202814,6.3042297,HRBF
1794,4.63088,1.8717475,5.789242,LRMP
1795,3.357828,4.9400125,7.3617854,HRBF
1796,8.613395,2.0828612,7.370881,LRMP
1797,3.0032525,0.7272428,3.776426,LRMP
1798,-0.75039667,-1.1701375,3.467333,VLR
1799,4.968865,4.65962,-0.071458116,LRHB
1800,4.2765074,-1.6118915,6.6254964,LRMP
1801,2.6496835,-2.3745382,5.9648657,VLR
1802,6.181146,5.363742,8.095159,HRBF
1803,10.832254,3.596837,6.8303013,HRVP
1804,5.64078,0.79893625,6.6795316,LRMP
1805,6.5801396,-0.69833636,5.815017,LRMP
1806,10.85087,3.1175604,6.527982,HRVP
1808,1.3437964,0.27941778,7.5344815,VLR
1809,2.5398583,-0.38730597,6.9929886,LRMP
1810,5.2711844,1.4937447,7.213797,LRMP
1811,3.0495632,2.2144222,9.010015,HRBF
1812,3.0634625,-0.39902824,3.0846672,VLR
1813,-0.1629033,2.0541332,4.113866,VLR
1814,4.447395,3.4406836,8.4169035,HRBF
1815,7.805972,6.6535864,6.7391963,HRVP
1816,2.6932313,1.2136565,5.717356,LRMP
1817,3.0524545,0.46248627,2.023735,LRHB
1818,1.7232555,-0.12076902,8.19927,VLR
1819,9.300257,3.9947011,7.3436074,HRVP
1820,1.4227676,-0.031462934,4.813771,VLR
1821,8.533027,7.1524568,6.8723273,HRVP
1822,0.5299201,-0.15789504,6.6558766,VLR
1823,6.5303426,5.7972183,4.9871025,LRHB
1824,5.1352086,-1.1507509,4.746419,LRMP
1826,2.6952848,3.1781325,7.3114114,HRBF
1827,2.115688,4.6399875,4.013764,LRHB
1828,1.0283844,-0.975055,7.56365,VLR
1829,8.135024,7.280437,6.288136,HRVP
1830,6.295913,1.4047763,8.825483,LRMP
1831,8.453219,4.399049,6.642869,HRVP
1832,0.85238725,4.011374,3.6453052,VLR
1833,8.209338,1.7668114,7.582647,LRMP
1834,1.2926813,3.5624564,7.8309507,HRBF
1835,4.99559,1.1248168,8.067322,LRMP
1836,4.1353884,-2.0307958,6.648508,LRMP
1837,1.6706104,-0.2683463,7.9763246,VLR
1838,9.490088,3.3184786,6.0447345,HRVP
1839,2.0384624,-0.45803326,7.9204774,VLR
1840,-0.3141661,-0.28513932,6.688248,VLR
1841,0.5063267,1.2615173,5.428369,VLR
1842,3.5838454,0.23311652,2.4172657,VLR
1844,2.1118228,3.8052003,7.523905,HRBF
1845,5.902916,0.42748034,5.929254,LRMP
1846,-0.95060605,-1.5209056,3.929987,VLR
1847,3.0625083,-0.07003434,6.5745835,LRMP
1848,2.3809807,0.472507,4.8436985,VLR
1849,1.6091357,-1.1605946,5.2522507,VLR
1850,5.7397327,2.4060733,5.346534,LRMP
1851,0.061035268,-0.2510884,5.271172,VLR
1852,8.287594,6.7741604,5.4813538,HRVP
1853,1.274429,2.693446,5.132987,VLR
1855,10.894699,3.4286995,6.840733,HRVP
1856,1.7955652,-1.0720937,4.0314474,VLR
1857,9.450754,4.1015987,6.2817316,HRVP
1858,9.740489,4.442253,6.862054,HRVP
1859,10.260332,4.033368,6.8368545,HRVP
1860,1.5032699,3.6824324,6.937735,HRBF
1861,5.583161,2.4974403,8.366987,LRMP
1862,3.5981135,0.41517863,7.946533,LRMP
1863,1.2464365,-2.1784763,6.7936316,VLR
1864,0.9787874,0.44326773,2.9364357,VLR
1865,1.8989084,1.5865227,7.274373,VLR
1866,0.735986,2.1262734,5.547746,VLR
1867,1.5028262,-0.557787,7.755255,VLR
1868,5.8160815,1.5892775,8.734003,LRMP
1869,1.9732336,1.319932,2.6129925,VLR
1870,1.208725,1.0225637,4.3967876,VLR
1871,-0.1968996,-1.981344,5.6719246,VLR
1872,-0.89054674,-1.4566187,4.307944,VLR
1873,3.4546082,5.019486,4.154628,LRHB
1874,6.4446006,6.703282,8.4747305,HRBF
1875,0.8036565,0.4137745,4.784732,VLR
1876,8.056429,1.0778841,4.71108,LRMP
1877,6.410985,8.591737,6.3214126,HRIR
1880,5.3435817,2.293818,7.704576,LRMP
1881,5.4314127,4.9488173,3.6497715,LRHB
1882,3.2670493,5.165085,6.558483,HRBF
1883,0.6110266,-1.783631,6.149571,VLR
1884,1.7853816,0.16362368,5.067447,VLR
1885,-1.173128,-0.5439624,5.5434527,VLR
1886,5.6349883,-0.2171585,6.453545,LRMP
1887,2.6743393,2.5905082,7.5058365,HRBF
1888,6.9611006,6.3592434,8.286279,HRVP
1890,6.8416767,2.9980023,3.568219,LRHB
1891,6.198066,10.534159,3.717633,HRIR
1892,7.9228826,2.3416994,7.148408,LRMP
1893,6.5522733,6.5605783,8.301593,HRBF
1894,-0.6868899,-2.6061778,5.178633,VLR
1895,3.3505547,-0.16554692,7.0163207,VLR
1897,0.80833566,2.8445113,5.8866553,VLR
1898,5.8150244,-1.4113672,6.7347236,LRMP
1899,2.3166635,-1.0962883,5.6543446,VLR
1900,6.5903287,2.8772993,9.168679,LRMP
1901,2.0320783,1.2889041,5.5074544,VLR
1902,-0.55974346,-0.5144564,4.9767666,VLR
1903,2.046068,2.4958467,8.57574,VLR
1904,-0.7744618,-0.5755304,6.8223166,VLR
1905,6.2852516,0.6321513,5.930059,LRMP
1906,3.4231665,0.18802056,7.479703,LRMP
1907,7.613543,9.345905,6.234011,HRIR
1908,7.7588215,7.2236266,8.366412,HRVP
1909,7.4473104,8.9043865,6.231635,HRIR
1910,6.5880322,-0.4726278,6.9075265,LRMP
1911,2.0245674,0.56000614,4.2585573,VLR
1912,0.705599,-0.9852245,6.647444,VLR
1913,1.0476319,-0.019091878,4.9882536,VLR
1914,8.023032,6.1197953,5.861742,HRVP
1916,9.088647,1.3014838,7.026129,LRMP
1917,-1.0627353,-1.4331025,5.782101,VLR
1918,4.8489122,5.4197507,3.9316285,LRHB
1919,1.6677148,2.3143365,6.218825,VLR
1920,6.1673026,0.32272288,4.4103723,LRMP
1921,7.157603,7.946995,7.673336,HRBF
1922,5.3581877,4.291718,8.830946,HRBF
1923,4.527142,4.041627,4.0668426,LRHB
1924,4.0467777,1.2329992,8.176434,LRMP
1925,5.4633193,-1.1307273,6.2196274,LRMP
1926,1.8300213,-0.32460496,2.5029848,VLR
1927,1.6875379,-0.078462504,3.969904,VLR
1928,7.167868,1.6811595,7.028655,LRMP
1929,5.88736,7.9361997,6.1342316,HRBF
1930,4.928965,8.043003,6.8531246,HRBF
1931,3.8405364,3.5498106,9.386185,HRBF
1932,1.1920346,2.2824743,7.0796647,VLR
1933,6.4340315,0.5878618,7.5101786,LRMP
1934,1.8940225,-0.61814517,3.176872,VLR
1935,0.84802246,2.5602431,3.641685,VLR
1936,1.622254,-1.1618899,4.5301147,VLR
1938,3.6674125,-0.92058325,3.15785,VLR
1939,6.6639,5.675416,4.608838,LRHB
1940,1.4499503,0.28396314,8.075612,VLR
1941,-1.0800025,0.19728942,5.5298104,VLR
1942,-0.56433064,-0.95354384,5.169514,VLR
1943,5.0187016,7.1520295,6.8544106,HRBF
1944,4.7580924,8.017974,4.5287876,LRHB
1945,-0.4371998,-0.6633039,3.3052573,VLR
1946,6.4586244,3.5773532,7.7171016,LRMP
1947,9.662531,1.675783,6.5360317,LRMP
1948,-0.88486177,-1.7413378,4.9126287,VLR
1950,6.5993657,-0.35630867,5.9931517,LRMP
1951,6.2909,1.8540243,7.0458784,LRMP
1952,4.8632593,6.972976,6.4432006,HRBF
1953,1.1985787,3.9400349,4.6421146,VLR
1954,6.775819,2.8501122,7.576983,LRMP
1955,5.369486,5.177887,7.0660343,HRBF
1956,5.546019,7.7964044,4.152723,LRHB
1957,5.9412026,-1.313549,6.360554,LRMP
1958,5.294159,7.581583,8.265195,HRBF
1959,6.770403,2.9762297,6.97491,LRMP
1960,-1.021815,0.30833057,6.3770437,VLR
1961,6.428245,0.05915853,7.081683,LRMP
1962,7.8641896,6.2233896,3.698533,HRVP
1963,8.675104,2.847813,8.094381,LRMP
1964,4.4558764,4.3622236,3.8622155,LRHB
1965,3.716337,5.060548,2.826239,LRHB
1966,1.0728939,3.0929148,7.3515067,HRBF
1967,-0.40054542,-2.6253572,5.5924635,VLR
1969,7.8095136,3.976836,7.621096,HRVP
1970,7.163818,7.411884,1.6122111,LRHB
1972,6.200952,1.4665095,5.27163,LRMP
1974,2.5886045,6.4367375,4.199684,HRBF
1975,3.4041767,-0.7899249,6.140725,VLR
1976,5.9891663,4.6524014,7.6340303,HRBF
1977,0.02266514,-1.4724598,4.8912797,VLR
1978,2.0518742,0.39670974,7.3538966,VLR
1979,2.883006,-0.40086502,5.867412,VLR
1980,3.4995914,-0.31795096,7.3333793,LRMP
1981,8.195339,3.176871,7.6568203,HRVP
1982,6.6873794,-0.20675951,5.9311295,LRMP
1983,2.8558319,6.023348,5.595047,HRBF
1984,0.44494265,0.36881176,4.403161,VLR
1985,7.628131,4.6779804,8.909298,HRVP
1986,7.023102,4.945182,9.23903,HRBF
1987,2.3000655,-0.899762,5.5883727,VLR
1988,4.2365,0.87281907,8.45022,LRMP
1989,5.3101454,-0.8844423,7.107594,LRMP
1990,10.100776,3.9071927,6.340334,HRVP
1991,8.69401,0.595001,7.22902,LRMP
1992,2.361603,-0.9393789,7.956165,LRMP
1993,-0.8311003,-1.27506,6.1629653,VLR
1994,-0.44252285,1.2221019,6.5241303,VLR
1995,0.40815657,1.3734971,5.6764216,VLR
1997,6.822208,8.105622,6.195848,HRIR
1998,5.241416,7.3980713,5.816187,HRBF
1999,2.080343,1.1175776,4.724144,VLR
2000,8.780432,4.113691,6.593066,HRVP
2001,3.0663295,-1.2428626,6.8460045,VLR
2002,2.5787067,-0.9676218,5.679646,VLR
2003,6.65717,4.7654057,2.8077528,LRHB
2004,5.163765,-1.2342087,4.6492267,LRMP
2005,10.488609,3.0756106,6.921423,HRVP
2007,1.7552142,-0.5123772,4.4212804,VLR
2008,8.48877,1.670374,6.9057865,LRMP
2009,5.3058476,-0.19227538,5.58447,LRMP
2010,5.4666514,2.8117287,9.2410755,LRMP
2011,4.3676834,1.6005356,6.4280663,LRMP
2012,7.74682,6.8998685,6.8246994,HRVP
2013,10.598252,4.463442,6.900735,HRVP
2014,8.76451,7.54469,6.709171,HRVP
2015,9.066141,1.3207505,7.0913553,LRMP
2016,9.268631,2.6647031,6.5501075,HRVP
2017,2.158042,3.4565523,7.2588015,HRBF
2018,4.5514708,0.012409699,6.8980894,LRMP
2019,3.5737228,4.3408556,6.600271,HRBF
2020,9.198785,5.588568,7.012339,HRVP
2022,5.8492136,4.465219,8.366042,HRBF
2023,3.713805,0.8930376,6.9964375,LRMP
2024,6.7400217,4.3878818,8.528865,HRBF
2025,6.687247,7.247659,4.81578,LRHB
2026,4.8399887,0.34273168,6.575518,LRMP
2027,5.9920073,3.9633505,5.624554,LRMP
2028,9.567169,4.3204174,5.6657386,HRVP
2029,-0.6559341,-2.3749642,5.207518,VLR
2030,1.3155984,0.22045729,7.826889,VLR
2031,5.456971,0.50981313,4.717893,LRMP
2032,2.257697,0.59429145,5.1284804,VLR
2033,3.8109548,-0.29613492,2.94545,LRMP
2034,4.5455613,2.8128452,9.391013,HRBF
2035,4.826891,0.15794902,6.4096985,LRMP
2036,4.3613286,1.4110616,6.766158,LRMP
2037,2.4790258,1.7581841,6.4246826,VLR
2038,4.99883,-1.6145087,6.991491,LRMP
2039,9.116936,4.3845687,5.829651,HRVP
2040,1.05823,1.1098634,8.225608,VLR
2041,-0.48067194,-2.5461824,5.253369,VLR
2042,2.764512,1.3083723,5.342688,LRMP
2043,2.0555487,-0.16914031,3.0092309,VLR
2044,0.08698965,-1.1515136,7.1187496,VLR
2045,2.4655113,0.08931569,4.876629,VLR
2046,7.3628974,4.1961355,9.083458,HRVP
2047,7.869965,3.5757656,7.3410015,LRMP
2048,5.0248647,2.8938088,9.352808,HRBF
2049,-0.001737688,1.3295895,4.890671,VLR
2050,2.0911129,-0.9212572,6.3940597,VLR
2051,2.9648197,-2.2671428,6.0614,VLR
2052,6.551474,6.30419,4.406951,LRHB
2053,7.9416857,5.948552,6.6964254,HRVP
2054,8.152969,2.556514,5.081565,LRMP
2055,5.4693317,2.0684717,8.46536,LRMP
2056,0.38489547,0.09270819,4.7030325,VLR
2057,6.3819675,6.454058,8.376639,HRBF
2058,8.515545,0.47348163,7.0551047,LRMP
2059,5.701317,1.3955134,8.359655,LRMP
2060,1.0664543,-1.6863891,7.2108846,VLR
2061,7.074281,4.859036,9.321765,HRBF
2062,-0.49279994,-0.4856667,5.9860034,VLR
2063,6.472545,3.781987,7.7720885,LRMP
2064,6.5340905,1.2927661,6.424723,LRMP
2065,3.0102415,0.76345867,4.287624,VLR
2066,1.2330657,-0.5160706,6.403646,VLR
2067,3.8829381,-0.23837236,5.6919665,VLR
2068,-0.7749745,0.13554801,4.51594,VLR
2069,5.7321634,-0.10252939,5.977274,LRMP
2070,1.1184981,0.7732021,4.413523,VLR
2071,9.086279,1.6754162,6.8331504,LRMP
2072,-0.59846175,-0.49517474,3.8107555,VLR
2073,0.12443125,0.07789368,4.7907243,VLR
2074,10.928956,3.6323104,6.6854463,HRVP
2075,3.8460598,-1.877803,4.1236453,LRMP
2076,-0.36225694,-2.7061312,5.639081,VLR
2077,3.3199832,1.1241455,7.9356947,LRMP
2078,2.0810485,3.2688918,6.910888,HRBF
2079,1.726936,-2.1527643,3.8606286,VLR
2080,0.62165517,3.590857,3.8206315,VLR
2081,9.98,2.269467,7.0348744,HRVP
2082,1.9683865,-0.37132618,7.2180943,VLR
2083,2.330139,0.20816907,3.9847105,VLR
2084,3.3447993,5.99497,4.8860483,LRHB
2085,1.0618693,3.8785849,5.4450607,VLR
2086,9.247691,2.7394068,7.5518446,HRVP
2087,5.6317983,2.5131986,7.7696843,LRMP
2088,-0.04240607,-1.533223,4.6873507,VLR
2089,4.804272,8.540252,6.7652545,HRBF
2090,8.488392,7.4851356,7.122569,HRVP
2091,0.2538317,1.7655368,3.056927,VLR
2092,3.0605607,-0.9219468,4.055621,VLR
2093,0.21008372,1.7794648,6.475619,VLR
2094,7.139832,5.2371635,4.0042725,LRHB
2095,1.2437451,1.5925592,5.785465,VLR
2096,1.6246886,-0.7626261,4.746512,VLR
2097,2.3875127,2.4214811,2.026583,LRHB
2098,3.0987983,1.8571458,5.3563023,LRMP
2099,1.7463204,0.30109766,3.0298858,VLR
2100,6.855432,8.505598,6.327113,HRIR
2101,3.2878063,-1.8776228,4.45873,LRMP
2102,0.5166308,0.3437814,5.149814,VLR
2103,4.8823347,-0.49214408,4.7653728,LRMP
2104,7.6711965,7.912285,5.9367085,HRVP
2105,6.593739,3.7720563,9.313906,LRMP
2106,0.9011061,1.5355737,4.364931,VLR
2107,8.125718,0.42073864,7.2421603,LRMP
2108,4.8230114,-1.3058618,6.78952,LRMP
2109,7.197842,7.1873875,7.6018906,HRBF
2110,5.8666177,0.63599676,7.6492324,LRMP
2111,4.5638514,9.090863,3.4317482,HRIR
2112,6.9151464,5.8315206,6.719581,HRVP
2113,2.2488873,0.15788382,7.990486,VLR
